created_at,id,text,geo,coordinates,lang,timestamp_ms
Wed Sep 30 14:41:22 +0000 2015,649232575895109600,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624082908
Wed Sep 30 14:41:30 +0000 2015,649232609185263600,: Nos courageux ,,,fr,1443624090845
Wed Sep 30 14:41:31 +0000 2015,649232610112208900,: APL : pourquoi ne pas piocher dans les indemnités des élus pro-,,,fr,1443624091066
Wed Sep 30 14:41:32 +0000 2015,649232617938788400,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624092932
Wed Sep 30 14:41:38 +0000 2015,649232639610748900,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624098099
Wed Sep 30 14:41:53 +0000 2015,649232704580493300,La ,,,fr,1443624113589
Wed Sep 30 14:41:54 +0000 2015,649232706665074700,: ,,,fr,1443624114086
Wed Sep 30 14:41:55 +0000 2015,649232710528049200,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624115007
Wed Sep 30 14:41:55 +0000 2015,649232713938018300,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624115820
Wed Sep 30 14:41:59 +0000 2015,649232730912354300,: RSA c'est pour qui d'abord? ,,,fr,1443624119867
Wed Sep 30 14:42:05 +0000 2015,649232755344187400,Mensonge. Les APL baissent parce que le budget baissent.  Conséquence de l'austérité.   ,,,fr,1443624125692
Wed Sep 30 14:42:06 +0000 2015,649232758972284900,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624126557
Wed Sep 30 14:42:07 +0000 2015,649232762680004600,Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624127441
Wed Sep 30 14:42:08 +0000 2015,649232766182125600,Comme d'habitude ... avec la 'deuxieme sexe.' ,,,fr,1443624128276
Wed Sep 30 14:42:09 +0000 2015,649232772754743300, Francetv info: Un campement d'une trentaine de migrants évacué à Vintimille ,,,fr,1443624129843
Wed Sep 30 14:42:14 +0000 2015,649232792270839800,":  : « Il y a un mois il n'y avait pas d'argent pour nous, aujourd'hui il y en a pour les ",,,fr,1443624134496
Wed Sep 30 14:42:17 +0000 2015,649232805461950500,: Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624137641
Wed Sep 30 14:42:23 +0000 2015,649232829822423000,: ,,,fr,1443624143449
Wed Sep 30 14:42:26 +0000 2015,649232842099159000,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624146376
Wed Sep 30 14:42:35 +0000 2015,649232879776624600,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624155359
Wed Sep 30 14:42:39 +0000 2015,649232898634203100,: Lorsque l'on fuit la guerre on se réfugie dans le premier pays en paix à proximité. On ne traverse pas un continent enti…,,,fr,1443624159855
Wed Sep 30 14:42:40 +0000 2015,649232901498884100,: ,,,fr,1443624160538
Wed Sep 30 14:42:42 +0000 2015,649232911112241200,: Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624162830
Wed Sep 30 14:42:46 +0000 2015,649232925419012100,Effroyable prédiction de Poutine concernant l’Europe et la crise des migrants ,,,fr,1443624166241
Wed Sep 30 14:42:46 +0000 2015,649232927591649300,: ,,,fr,1443624166759
Wed Sep 30 14:42:53 +0000 2015,649232956704354300,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624173700
Wed Sep 30 14:42:54 +0000 2015,649232960923795500,"Vintimille : pour échapper à l'évacuation, des migrants menacent de se jeter à l'eau ",,,fr,1443624174706
Wed Sep 30 14:42:56 +0000 2015,649232967676637200,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624176316
Wed Sep 30 14:43:05 +0000 2015,649233004313886700,Honteux : une association d’aide à la sexualité des migrants vient de se créer en France | La... ,,,fr,1443624185051
Wed Sep 30 14:43:07 +0000 2015,649233013872701400,: Le gouvernement va réduire l'aide au logement pour financer l'accueil des ,,,fr,1443624187330
Wed Sep 30 14:43:11 +0000 2015,649233031920812000,: Italie : héberger des migrants désormais pénalisé en Lombardie ! Bravi 👏 ,,,fr,1443624191633
Wed Sep 30 14:43:12 +0000 2015,649233035007774700,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624192369
Wed Sep 30 14:43:12 +0000 2015,649233037474013200,Un campement d'une trentaine de migrants évacué à Vintimille  ,,,fr,1443624192957
Wed Sep 30 14:43:14 +0000 2015,649233043077603300, Ces migrants MEPRISENT les Chrétiens et viennent pour ns coloniser :Allez ds un pays ,,,fr,1443624194293
Wed Sep 30 14:43:19 +0000 2015,649233066234388500,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624199814
Wed Sep 30 14:43:24 +0000 2015,649233084852760600,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624204253
Wed Sep 30 14:43:26 +0000 2015,649233094034198500,: À ,,,fr,1443624206442
Wed Sep 30 14:43:27 +0000 2015,649233097536458800,: Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624207277
Wed Sep 30 14:43:40 +0000 2015,649233152423149600,": Les aides financières destinées aux migrants

Pendant que toi tu bosses comme un con...

",,,fr,1443624220363
Wed Sep 30 14:43:42 +0000 2015,649233161264734200,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624222471
Wed Sep 30 14:43:55 +0000 2015,649233216918933500,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624235740
Wed Sep 30 14:43:57 +0000 2015,649233222409306100,: ,,,fr,1443624237049
Wed Sep 30 14:43:59 +0000 2015,649233231162818600,: Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624239136
Wed Sep 30 14:44:00 +0000 2015,649233235180933100,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624240094
Wed Sep 30 14:44:06 +0000 2015,649233260829122600,Migrants : 40 Palestiniens arrêtés au Liban  via,,,fr,1443624246209
Wed Sep 30 14:44:09 +0000 2015,649233273542082600,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624249240
Wed Sep 30 14:44:21 +0000 2015,649233325257846800,: ,,,fr,1443624261570
Wed Sep 30 14:44:26 +0000 2015,649233347965755400,": Les vêtements, matelas et tentes donnés par des citoyens pour les migrants sont jetés dans deux bennes ",,,fr,1443624266984
Wed Sep 30 14:44:27 +0000 2015,649233351476424700,": Les aides financières destinées aux migrants

Pendant que toi tu bosses comme un con...

",,,fr,1443624267821
Wed Sep 30 14:44:37 +0000 2015,649233393197150200,: Les APL baisseront en 2016 pour compenser l'accueil des ,,,fr,1443624277768
Wed Sep 30 14:44:56 +0000 2015,649233473752969200,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624296974
Wed Sep 30 14:44:58 +0000 2015,649233481210458100,: Pourquoi ne pas utiliser les sous que votre pai cache en Suisse ? ,,,fr,1443624298752
Wed Sep 30 14:45:00 +0000 2015,649233489175425000,Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624300651
Wed Sep 30 14:45:09 +0000 2015,649233527297474600,Migrants : des conséquences religieuses et politiques inavouées | Valeurs Actuelles  via,,,fr,1443624309740
Wed Sep 30 14:45:09 +0000 2015,649233528006254600,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624309909
Wed Sep 30 14:45:10 +0000 2015,649233530657112000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624310541
Wed Sep 30 14:45:18 +0000 2015,649233565541134300,: ,,,fr,1443624318858
Wed Sep 30 14:45:18 +0000 2015,649233565650153500,: L’AME pour les étrangers en situation irrégulière doit être supprimée ,,,fr,1443624318884
Wed Sep 30 14:45:23 +0000 2015,649233585346605000,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624323580
Wed Sep 30 14:45:26 +0000 2015,649233597778542600,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624326544
Wed Sep 30 14:45:32 +0000 2015,649233621761564700,: Migrants : Le Vice-président de la Commission européenne « ferait la même chose qu’eux »  via…,,,fr,1443624332262
Wed Sep 30 14:45:39 +0000 2015,649233650911985700,: Les ,,,fr,1443624339212
Wed Sep 30 14:45:43 +0000 2015,649233669593374700,S'ils voulaient une révolution ils ne s'y prendraient pas mieux !...Votons massivement pour soir ces destructeurs  ,,,fr,1443624343666
Wed Sep 30 14:45:48 +0000 2015,649233691848347600," Eliminer Daesh=fin des mos syriens, irakiens ,attentats,migrants ,éliminer d'abord Assad c'est: NE PAS résoudre le problème",,,fr,1443624348972
Wed Sep 30 14:45:50 +0000 2015,649233700291498000,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624350985
Wed Sep 30 14:45:54 +0000 2015,649233714434674700,: Baisser les APL de 225 millions d'euros pour financer l'accueil des migrants : le summum du révoltant ! …,,,fr,1443624354357
Wed Sep 30 14:46:02 +0000 2015,649233746764374000,": UN IMAM APPELLE LES MIGRANTS À ""FAIRE DES ENFANTS"" AVEC LES EUROP POUR ""CONQUÉRIR LEURS PAYS"" http://t.c…",,,fr,1443624362065
Wed Sep 30 14:46:04 +0000 2015,649233757669564400,": Pendant qu'on dissee sur le mot race, des musulmans tentent d'imposer la charia à leurs hôtes (causeur.fr)
.  https://t.…",,,fr,1443624364665
Wed Sep 30 14:46:06 +0000 2015,649233766091767800,": Le maire juppéiste de Suresnes, C. Dupuy, veut accueillir des migrants, alors que 2000 dossiers HLM en attente.  https:/…",,,fr,1443624366673
Wed Sep 30 14:46:07 +0000 2015,649233769027739600,": Symboliquement, la baisse des APL pour financer l'aide aux migrants, c'est quelque chose d'énorme.",,,fr,1443624367373
Wed Sep 30 14:46:07 +0000 2015,649233770000855000,Orlando Bloom à la rencontre des migrants à la frontière gréco-macédonienne &gt;  ,,,fr,1443624367605
Wed Sep 30 14:46:17 +0000 2015,649233812451278800,"La baisse des APL est la conséquence de l'accueil des ""migrants"" ",,,fr,1443624377726
Wed Sep 30 14:46:19 +0000 2015,649233821666152400,,,,fr,1443624379923
Wed Sep 30 14:46:20 +0000 2015,649233824493125600,"La baisse des APL est la conséquence de l'accueil des ""migrants"" ",,,fr,1443624380597
Wed Sep 30 14:46:21 +0000 2015,649233828767232000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624381616
Wed Sep 30 14:46:24 +0000 2015,649233839894696000,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624384269
Wed Sep 30 14:46:25 +0000 2015,649233846450323500,"La baisse des APL est la conséquence de l'accueil des ""migrants"" ",,,fr,1443624385832
Wed Sep 30 14:46:26 +0000 2015,649233849390657500,"La baisse des APL est la conséquence de l'accueil des ""migrants"" ",,,fr,1443624386533
Wed Sep 30 14:46:27 +0000 2015,649233855107452900,": UN IMAM APPELLE LES MIGRANTS À ""FAIRE DES ENFANTS"" AVEC LES EUROP POUR ""CONQUÉRIR LEURS PAYS"" http://t.c…",,,fr,1443624387896
Wed Sep 30 14:46:35 +0000 2015,649233885906247700,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624395239
Wed Sep 30 14:46:40 +0000 2015,649233906852610000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624400233
Wed Sep 30 14:46:49 +0000 2015,649233945687650300,: Les ,,,fr,1443624409492
Wed Sep 30 14:46:56 +0000 2015,649233974603219000,: Les migrants de facebook ici c pas l'Allemagne on vs accueil pas ns,,,fr,1443624416386
Wed Sep 30 14:46:57 +0000 2015,649233980710064100,"Tu veux rester en Allemagne? Conveis-toi au christianisme
",,,fr,1443624417842
Wed Sep 30 14:46:59 +0000 2015,649233989333610500,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624419898
Wed Sep 30 14:47:01 +0000 2015,649233997701230600,Tout à fait exact ! Un vrai homme d'état ! Le notre fait pitié 😱😱 ,,,fr,1443624421893
Wed Sep 30 14:47:10 +0000 2015,649234034388783100,": C'est lui qui a raison: Viktor Orban : «Discuter de quotas aujourd'hui, c'est une invitation pour les migrants» http://t.…",,,fr,1443624430640
Wed Sep 30 14:47:19 +0000 2015,649234070933737500,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624439353
Wed Sep 30 14:47:20 +0000 2015,649234073920118800,: Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624440065
Wed Sep 30 14:47:31 +0000 2015,649234120976019500,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624451284
Wed Sep 30 14:47:33 +0000 2015,649234128714514400,: L’AME pour les étrangers en situation irrégulière doit être supprimée ,,,fr,1443624453129
Wed Sep 30 14:47:34 +0000 2015,649234136180375600,: Baisser les APL de 225 millions d'euros pour financer l'accueil des migrants : le summum du révoltant ! …,,,fr,1443624454909
Wed Sep 30 14:47:35 +0000 2015,649234139498025000,Bar sur ,,,fr,1443624455700
Wed Sep 30 14:47:53 +0000 2015,649234214303481900,En Une de un sympathique groupe de touristes migrants prend le soleil en Europe et se prépare à l'envahir. ,,,fr,1443624473535
Wed Sep 30 14:48:02 +0000 2015,649234251985064000, ils ont un point commun de race blanche mais ce sont des migrants HONGROIS ITALIENS POPULISTES,,,fr,1443624482519
Wed Sep 30 14:48:03 +0000 2015,649234254543618000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624483129
Wed Sep 30 14:48:04 +0000 2015,649234259006332900,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624484193
Wed Sep 30 14:48:12 +0000 2015,649234294154612700,Jean ,,,fr,1443624492573
Wed Sep 30 14:48:20 +0000 2015,649234327633530900," Bah au pire il réduirons encore les APL de 160 M€. Faut avoir des priorité ds la vie!
1/ Migrants
2/ Toiles
3/ Logement des Français",,,fr,1443624500555
Wed Sep 30 14:48:26 +0000 2015,649234353864736800,quoique l'on dise l argent pour les migrants et de l'argent en moins pour nos pauvre  ,,,fr,1443624506809
Wed Sep 30 14:48:44 +0000 2015,649234427734806500,": Il est mûr pour rejoindre le Bloc Identitaire même si ça risque de coincer à l'entrée...
",,,fr,1443624524421
Wed Sep 30 14:48:46 +0000 2015,649234437490765800,: L’AME pour les étrangers en situation irrégulière doit être supprimée ,,,fr,1443624526747
Wed Sep 30 14:48:49 +0000 2015,649234449847201800,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624529693
Wed Sep 30 14:48:54 +0000 2015,649234469136789500,: Bar sur ,,,fr,1443624534292
Wed Sep 30 14:48:55 +0000 2015,649234473003929600,": Si vous ne respectez pas la grammaire, respectez au moins les hommes ",,,fr,1443624535214
Wed Sep 30 14:48:58 +0000 2015,649234485922426900,: Manifestations de clandestins à répétition à Calais : les commerçants prêts à déposer plainte ,,,fr,1443624538294
Wed Sep 30 14:49:05 +0000 2015,649234514879889400,: Effroyable prédiction de Poutine concernant l’Europe et la crise des migrants ,,,fr,1443624545198
Wed Sep 30 14:49:18 +0000 2015,649234569221275600,: L’AME pour les étrangers en situation irrégulière doit être supprimée ,,,fr,1443624558154
Wed Sep 30 14:49:20 +0000 2015,649234579140792300,: Le gouvernement va réduire l'aide au logement pour financer l'accueil des ,,,fr,1443624560519
Wed Sep 30 14:49:29 +0000 2015,649234615266320400,: ,,,fr,1443624569132
Wed Sep 30 14:49:32 +0000 2015,649234631192088600,Anne Hidalgo Maire de Paris : « Il faut accueillir autant de migrants que possible ! » ,,,fr,1443624572929
Wed Sep 30 14:49:52 +0000 2015,649234711957631000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624592185
Wed Sep 30 14:49:55 +0000 2015,649234725807108100,"Et les ""forces de l'ordre"" qui admirent le phénomène pcq on leur a dit de ne pas faire de vagues ! ",,,fr,1443624595487
Wed Sep 30 14:50:02 +0000 2015,649234754190053400,: Baisser les APL de 225 millions d'euros pour financer l'accueil des migrants : le summum du révoltant ! …,,,fr,1443624602254
Wed Sep 30 14:50:06 +0000 2015,649234771621580800,: EN DIRECT : L'accueil des migrants à ,,,fr,1443624606410
Wed Sep 30 14:50:22 +0000 2015,649234839305125900,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624622547
Wed Sep 30 14:50:22 +0000 2015,649234839204442100,: Les APL baisseront en 2016 pour compenser l'accueil des ,,,fr,1443624622523
Wed Sep 30 14:50:27 +0000 2015,649234861572624400,: Le gouvernement va réduire l'aide au logement pour financer l'accueil des ,,,fr,1443624627856
Wed Sep 30 14:50:36 +0000 2015,649234897568165900,: Le gouvernement va réduire l'aide au logement pour financer l'accueil des ,,,fr,1443624636438
Wed Sep 30 14:50:39 +0000 2015,649234908599205900,"Migrants : Quand Marine Le Pen suggère à Anne Hidalgo de poer ""le voile"" – metronews  via",,,fr,1443624639068
Wed Sep 30 14:50:40 +0000 2015,649234914710319100,Pauvre France  ,,,fr,1443624640525
Wed Sep 30 14:50:41 +0000 2015,649234916874584000,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624641041
Wed Sep 30 14:50:50 +0000 2015,649234958419165200,: Les ,,,fr,1443624650946
Wed Sep 30 14:50:57 +0000 2015,649234986311286800,: APL : pourquoi ne pas piocher dans les indemnités des élus pro-,,,fr,1443624657596
Wed Sep 30 14:51:01 +0000 2015,649235002232827900,"Si les commerçants sont""blanc"" c'est mal barré, ils auront to! ",,,fr,1443624661392
Wed Sep 30 14:51:02 +0000 2015,649235004812345300,": Sur , la  une qui donne envie d'accueillir les ",,,fr,1443624662007
Wed Sep 30 14:51:02 +0000 2015,649235005609246700," 500000 foyers touchés, avec l'actuel accueil des migrants + montée de l'ext-d c'est explosif, les médias d gauche doivnt s'en saisir",,,fr,1443624662197
Wed Sep 30 14:51:06 +0000 2015,649235023435010000,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624666447
Wed Sep 30 14:51:10 +0000 2015,649235040984002600,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624670631
Wed Sep 30 14:51:11 +0000 2015,649235044574326800,: Migrants : 40 Palestiniens arrêtés au Liban  via,,,fr,1443624671487
Wed Sep 30 14:51:11 +0000 2015,649235044968595500,": Et les ""forces de l'ordre"" qui admirent le phénomène pcq on leur a dit de ne pas faire de vagues ! ",,,fr,1443624671581
Wed Sep 30 14:51:14 +0000 2015,649235058130321400,: ,,,fr,1443624674719
Wed Sep 30 14:51:28 +0000 2015,649235114598252500, et cette notion de migrants est justement la seule sur laquelle ils n'ont aucune responsabilité ,,,fr,1443624688182
Wed Sep 30 14:51:33 +0000 2015,649235138308612100,: Budget 2016 : baisse des APL de 225 millions d'euros pour financer l'accueil des ,,,fr,1443624693835
Wed Sep 30 14:51:41 +0000 2015,649235170537640000," primo-arrivants, demandeurs d'asiles ou migrants ? faut choisir maintenant",,,fr,1443624701519
Wed Sep 30 14:51:44 +0000 2015,649235182222995500,: Baisser les APL de 225 millions d'euros pour financer l'accueil des migrants : le summum du révoltant ! …,,,fr,1443624704305
Wed Sep 30 14:51:46 +0000 2015,649235191408521200,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624706495
Wed Sep 30 14:51:50 +0000 2015,649235207896334300,": Et les ""forces de l'ordre"" qui admirent le phénomène pcq on leur a dit de ne pas faire de vagues ! ",,,fr,1443624710426
Wed Sep 30 14:51:53 +0000 2015,649235222144385000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624713823
Wed Sep 30 14:51:55 +0000 2015,649235230570602500,11 migrants découves dans un camion à Saint-Sauveur-le-Vicomte dans la Manche ,,,fr,1443624715832
Wed Sep 30 14:52:01 +0000 2015,649235256235683800,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624721951
Wed Sep 30 14:52:11 +0000 2015,649235295737671700,": remplacez ""police"" par ""gestapo"" ""migrants"" par juifs et c'est so 39-45 ",,,fr,1443624731369
Wed Sep 30 14:52:15 +0000 2015,649235312862986200,Neuilly-sur-Marne accueille 120 migrants en toute sérénité  via,,,fr,1443624735452
Wed Sep 30 14:52:17 +0000 2015,649235320488247300,A la fin ce sera les français sdf et les migrants qui nous balancent des pièces,,,fr,1443624737270
Wed Sep 30 14:52:23 +0000 2015,649235347679879200,: Lorsque l'on fuit la guerre on se réfugie dans le premier pays en paix à proximité. On ne traverse pas un continent enti…,,,fr,1443624743753
Wed Sep 30 14:52:24 +0000 2015,649235352050356200,: L'hécatombe des migrants à Calais ne peurbera pas le trafic Eurostar ni le mondial de rugby. v https:/…,,,fr,1443624744795
Wed Sep 30 14:52:26 +0000 2015,649235361084895200,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624746949
Wed Sep 30 14:52:27 +0000 2015,649235362297028600,"Évacués d’un camp à la frontière franco-italienne, des migrants à nouveau coincés sur des rochers  via",,,fr,1443624747238
Wed Sep 30 14:52:28 +0000 2015,649235368068411400,: Vintimille : la police italienne évacue le camp de migrants ,,,fr,1443624748614
Wed Sep 30 14:52:33 +0000 2015,649235389551669200,: Les maires ,,,fr,1443624753736
Wed Sep 30 14:52:42 +0000 2015,649235424452440000,: Les ,,,fr,1443624762057
Wed Sep 30 14:52:43 +0000 2015,649235431440166900,: Surprise pr les habitants de Bry-sur-Marne&gt;Le maire ,,,fr,1443624763723
Wed Sep 30 14:52:49 +0000 2015,649235457461649400,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624769927
Wed Sep 30 14:52:53 +0000 2015,649235474381439000,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624773961
Wed Sep 30 14:52:58 +0000 2015,649235493448585200,: Baisser les APL de 225 millions d'euros pour financer l'accueil des migrants : le summum du révoltant ! …,,,fr,1443624778507
Wed Sep 30 14:52:59 +0000 2015,649235496565125100,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624779250
Wed Sep 30 14:53:02 +0000 2015,649235509924003800,"Migrants • Le campement de Vintimille démantelé, la fin d’un symbole ",,,fr,1443624782435
Wed Sep 30 14:53:10 +0000 2015,649235542031376400,": L'avez-vs remarqué? Il n'y a plus de vagues de migrants déferlant sur la France, plus d'images d'enfants noyés. Les camé…",,,fr,1443624790090
Wed Sep 30 14:53:10 +0000 2015,649235545093226500,VIDEO ,,,fr,1443624790820
Wed Sep 30 14:53:21 +0000 2015,649235588651065300,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624801205
Wed Sep 30 14:53:29 +0000 2015,649235622369038300,: Après le vote de quotas ,,,fr,1443624809244
Wed Sep 30 14:53:29 +0000 2015,649235624210362400,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624809683
Wed Sep 30 14:53:52 +0000 2015,649235718246662100,: Le gouvernement va réduire l'aide au logement pour financer l'accueil des ,,,fr,1443624832103
Wed Sep 30 14:54:07 +0000 2015,649235782398550000,Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624847398
Wed Sep 30 14:54:11 +0000 2015,649235801444872200,: RSA c'est pour qui d'abord? ,,,fr,1443624851939
Wed Sep 30 14:54:16 +0000 2015,649235821103554600,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624856626
Wed Sep 30 14:54:17 +0000 2015,649235822886174700,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624857051
Wed Sep 30 14:54:23 +0000 2015,649235851088670700,: Le gouvernement va réduire l'aide au logement pour financer l'accueil des ,,,fr,1443624863775
Wed Sep 30 14:54:24 +0000 2015,649235853286506500,L'arrivée en grand nombre de migrants en Allemagne devrait être une stimulation supplémentaire pour la première écon ,,,fr,1443624864299
Wed Sep 30 14:54:39 +0000 2015,649235918163963900, pour eux les migrants ont forçement la peau noire oú bazanée alors 1 Fran. Sur 3 a des orig. De pays d'europe,,,fr,1443624879767
Wed Sep 30 14:54:45 +0000 2015,649235942490906600,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624885567
Wed Sep 30 14:54:52 +0000 2015,649235969653256200,: ,,,fr,1443624892043
Wed Sep 30 14:54:52 +0000 2015,649235970571792400,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624892262
Wed Sep 30 14:55:14 +0000 2015,649236064901668900,: Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624914752
Wed Sep 30 14:55:15 +0000 2015,649236069871943700,: Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624915937
Wed Sep 30 14:55:26 +0000 2015,649236114541252600,: Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624926587
Wed Sep 30 14:55:36 +0000 2015,649236155809071100,: Les migrants de facebook ici c pas l'Allemagne on vs accueil pas ns,,,fr,1443624936426
Wed Sep 30 14:55:37 +0000 2015,649236159705522200,: Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624937355
Wed Sep 30 14:55:39 +0000 2015,649236166630342700,: Ces migrants MEPRISENT les Chrétiens et viennent pour ns coloniser :Allez ds un pays ,,,fr,1443624939006
Wed Sep 30 14:55:41 +0000 2015,649236178638635000,Saint-Sauveur-le-Vicomte : onze migrants dans un camion | La Manche Libre cherbourg ,,,fr,1443624941869
Wed Sep 30 14:55:46 +0000 2015,649236198586732500,": Les vêtements, matelas et tentes donnés par des citoyens pour les migrants sont jetés dans deux bennes ",,,fr,1443624946625
Wed Sep 30 14:55:47 +0000 2015,649236200864284700,: La police italienne évacue un camp de migrants à la frontière franco-italienne ,,,fr,1443624947168
Wed Sep 30 14:55:48 +0000 2015,649236208007184400,: Réduction des APL pour pouvoir financer l'accueil des ,,,fr,1443624948871
Wed Sep 30 14:55:50 +0000 2015,649236215900827600,: ,,,fr,1443624950753
Wed Sep 30 14:55:51 +0000 2015,649236219524710400,: La police italienne évacue un camp de migrants à la frontière franco-italienne ,,,fr,1443624951617
Wed Sep 30 14:55:54 +0000 2015,649236232833237000,: Les joueurs du bayern qui jouent avec un jeune migrant autiste (image très emouvant) ,,,fr,1443624954790
Wed Sep 30 14:55:55 +0000 2015,649236236411011100,: Baisser les APL de 225 millions d'euros pour financer l'accueil des migrants : le summum du révoltant ! …,,,fr,1443624955643
Wed Sep 30 14:55:58 +0000 2015,649236248163418100,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624958445
Wed Sep 30 14:56:05 +0000 2015,649236278056239100,: Les autres avant les nôtres : Le gouvernement va baisser les ,,,fr,1443624965572
Wed Sep 30 14:56:06 +0000 2015,649236283315912700,: Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624966826
Wed Sep 30 14:56:07 +0000 2015,649236287552098300,Ptdrrrr  ,,,fr,1443624967836
Wed Sep 30 14:56:08 +0000 2015,649236289112395800,"""Vous votez ?
 Pas toujours, je suis royaliste."" - Interview de ",,,fr,1443624968208
Wed Sep 30 14:56:12 +0000 2015,649236305713492000,: Des migrants font un pique-nique dans un cimetière. Et si c'était sur la tombe de vos ancêtres ? ,,,fr,1443624972166
